Restaurant,Address,Author_Name,Review,Anger,Fear,Joy,Sadness,Sentiment
PS.Cafe at Ann Siang Hill,"122 Telok Ayer St, Singapore 068591",Desi Koh,"The decor is nice but the table space is too small. The proximity to the next table is too small as well, so unless you like others listening in to your convo, best to find some other place. Service is so so also, and there's waiting time when you enter despite making a reservation.Well, the facade is nice but can only take you that far. The food is good I must say, which makes up for the lack of privacy and personal space.",0.4209,0.3428,0.4522,0.42,0.5784
WANTON - Seng's Noodle Bar,"122 Telok Ayer St, Singapore 068591",Shi-Min Chin,"Really tasty noodles with unlimited lard on the side. Freshly made wontons. I ordered the twosome noodles which came with char siew, wontons, and roast pork. I liked the thin, springy noodles as well. There is hot soup in thermoses that you can pour for yourself. The only complaint I have is that the sauce is kind of salty, and they don't serve water (I was really thirsty after this).",0.4209,0.3067,0.4324,0.3395,0.5537
Muchachos,"122 Telok Ayer St, Singapore 068591",Dewi Ongkowidjaja,"When I bit into the Pollo Quesadilla...... I was dropped dead amazed by how killerrrrr it tasted, and kept mouthing to my friend, â€œOMG THIS IS SO GOOD THIS IS SO GOODâ€. There was a zest of lemon / lime to it. It was amazing. My friend thought the Beef Tongue Taco was EVEN BETTER though. We ordered two types of Tacos:Beef Tongue and Pulled Pork, and he said the Beef Tongue was hands down the best. (And even better than the Apollo Quesadilla!!!) But I am thinking he only thought that cos he ate the quesadilla last and was probably full by then hahaha. Mid-range pricey. We shared the two tacos + one Quesadilla and it worked out to be $15+ for each of us.",0.4208,0.3913,0.489,0.3549,0.6002
Park Bench Deli,"122 Telok Ayer St, Singapore 068591",Zhenwei Tan,"I was there to try out the Impossible Patty Melts as only a handful of eateries serve Impossible Food at the point of writing. I have to say it tasted better than it looks and indeed, the patty tastes close (not identical, but close) to what meat patty tastes like. This eatery is a bit tad small. Hence it is not idea for a big groups. Ambience overall is good, and staff are friendly. Overall experience is enjoyable and I do recommend Park Bench Deli to people who do have cravings for sandwiches or late breakfast in that area.",0.4205,0.3692,0.4749,0.3462,0.6243
Ichida Japanese Dining,"122 Telok Ayer St, Singapore 068591",Jerry Chan,"Good setting and ambience. However for a 168 per pax omakase, there had been no explanation of the creation, and plates are rather ordinary rather than spectacular that one would expect from this pricing level. Sashimi/fish is fresh, rather good, but once again, not the best cuts. Food 2/5, Ambience 4/5... sake list - rather good",0.4202,0.2828,0.4498,0.3642,0.6037
Magal BBQ,"122 Telok Ayer St, Singapore 068591",Vivian Yao,Hummm do not experience so well in this restaurant especially the staff not even wanna give u free green chilli for the bbq ! Don't think I will come back again.,0.4201,0.3608,0.4362,0.3488,0.5361
Original Chew Kee Eating House,123 Telok Ayer St Singapore 068592,Dennis Tong,"An old time favourite of mine. This eating house has been around for a long time now. Do not expect it to be like those trendy air-conditioning restaurant in town but that is the very reason that makes it so unique - it gives you the nostalgic setting feeling, like in the 80s when you dine there. They are very famous for their soy sauce chicken and noodles. The chicken and noodles are very tasty. It is prepared and cooked just right and it is reasonably priced too. I still think that their soy sauce chicken and noodle deserved a Michelin Star!",0.4199,0.2514,0.4438,0.3004,0.5624
Lai Huat Signatures,123 Telok Ayer St Singapore 068592,Tony Faneco,"No bad, clean and quick",0.4197,0.3923,0.2385,0.5133,0.2983
Katanashi An,123 Telok Ayer St Singapore 068592,anthony garrett,Great food....affordable.... Cannot think of any negative points...,0.4192,0.2758,0.3675,0.4119,0.461
Bar-A-Thym Restaurant by Francois Mermilliod,123 Telok Ayer St Singapore 068592,Luke G,Great ambience. Nice corner. Unfortunately the food was salty and overly imagined. Ordered King Prawns and they give you tiny salty prawns. Food was a huge let down.,0.419,0.2919,0.5051,0.3204,0.5561
Vietnamese Delight Pho 99,123 Telok Ayer St Singapore 068592,Nicholas Ng,"Cheap and good! Pho, bun and rice dishes from $10. Coffee's around $3. Not amazing, but gets the job done. Also a great place to get a meal at odd hours of the day.",0.419,0.3455,0.5322,0.3183,0.6076
Alati Divine Greek Cuisine,123 Telok Ayer St Singapore 068592,Joanne Lim,"Food was fine, ambience too. Got diarrhoea shortly after dinner; might have been the cured cod roe.",0.4188,0.4095,0.3787,0.4044,0.5519
Ichida Japanese Dining,123 Telok Ayer St Singapore 068592,S K,Actually I have visited a lot of expensive and real Japanese food restaurant in Japan mainly Tokyo and Kyoto. Because I was a chef of Sushi and Japanese food. That's why I can say that is a real Japanese food. They never made me sad by any meals. Just made me happy and can make payment with satisfaction.,0.4188,0.3693,0.3837,0.452,0.4834
Swee Kee Eating House,123 Telok Ayer St Singapore 068592,Mae Chang,"have ordered the signature fish head bee hoon, fish slice hoh fun and ha cheong chicken and were disappointed with every dish. None of them was nice. The dishes were extremely bland and tasteless. I will not recommend this place to anyone. kimchi fried rice, and pancakes. Do note that the prices for the dinner menu are more expensive than lunch. I had the ginseng chicken soup ($18). This was very hearty and warming for a cold rainy day. A sizeable portion of chicken, the meat was not too tough. I also had the honey soya boneless fried chicken ($22). This was amazingly good. The pieces were not greasy and fried to perfection. This dish went well with the banchan that was provided free of charge. There were crunchy beansprouts, kimchi and sweet beancurd skin. I also had the moscato soju, which is really green grapes flavour ($16). This went well with the fried chicken. Overall, I would highly recommend this place. Service was prompt and the food was good value.",0.4186,0.316,0.4381,0.3737,0.5554
Employees Only Singapore,123 Telok Ayer St Singapore 068592,nick dimitriou,Decent dirty martini. No bar snacks though. Need some peanuts or something.,0.4185,0.2647,0.2638,0.3559,0.3881
Park Bench Deli,123 Telok Ayer St Singapore 068592,Eunice Pang Zhi Yi,"Ordered the fried chicken and mushroom melt sandwiches. The former was really good, with a juicy piece of fried chicken and a slightly sweet brioche bun which all came together pretty well. Mushroom melt on the other hand was a little bitter, probably due to the arugula, but still not too bad.",0.4182,0.4119,0.347,0.4412,0.4627
Lerouy,123 Telok Ayer St Singapore 068592,melody tan,"Always a good time at Lerouy! Great food, instagramable presentation but not over the top. Service is prompt and professional. It says a lot about the management and staff culture when the head chef comes around to clean up the table, and pick up bread crumbs, was really impressed by that. You get to see all meals prepared in front of you, like masterchef entertainment.",0.4181,0.2909,0.4945,0.3187,0.6362
Nouri,123 Telok Ayer St Singapore 068592,Kelly W,"Beautiful restaurant & absolutely top notch service, this team has definitely earned their Michelin star. Furthermore, the food was divine! No useless foams or gross flavour combinations, this was just great food done extremely well. Shout out to our server who got the tone right and joked with us, it's not often you get that here. Wish I remembered his name, but he was great. The only thing I would've liked is lower lighting - we were there in the evening and it felt overly bright. But that's just a personal preference.",0.4181,0.3458,0.4585,0.3703,0.5594
Koji Sushi Bar,123 Telok Ayer St Singapore 068592,Jamie Wan,"I frequent koji just a lil TOO OFTEN for their sumptuous and beautiful sashimi don. The first time I had their don, it made an indelible impression on me and standard is thankfully still consistent years after. Their century egg beancurd is also a little cold treat opening up your palette for your mains.",0.4181,0.3038,0.4581,0.3437,0.5944
Kitchen by Food Rebel,123 Telok Ayer St Singapore 068592,Wee Liang Lien,Unfortunately I think the easily stir fried brunch dishes was overpriced and the cuppa drink was sour. First time we drank sour coffee.,0.4179,0.3803,0.3668,0.3646,0.4446
Muchachos,123 Telok Ayer St Singapore 068592,Benjamin Lam,Yum yum Mexican food. We ordered the beef tongue taco and a chicken quesadilla! Both were great though I was especially drawn to the beef tongue which was superb! The queue tends to be a little long during lunch so do plan ahead. But all good things are worth the wait. I was just really sad I didn't order the guac... will be back.,0.4178,0.4219,0.3897,0.4416,0.5318
Yen Yakiniku,123 Telok Ayer St Singapore 068592,Patricia Yeo,"It's been awhile since we visited but the taste and quality of the food is still the same. Service staff are all very friendly and amicable which makes your dinner an enjoyable one as they prepared and cooked your dinner right in front of you. They served high quality beef air flown from Japan. Even their seafood is very fresh. You should try their Carabineros Prawn from Spain if you have not tried it. They have a menu, but we always asked them to recommend the freshest or specials. You could also enjoy pairing the food with beer, sake or wine.",0.4176,0.2579,0.4676,0.3447,0.6425
Gayatri Resturant,123 Telok Ayer St Singapore 068592,umesh chavan,Descent Malay Indian food with lot of veg and non veg options. Only complaint is food is bit oily..,0.4176,0.3567,0.2695,0.404,0.3898
Park Bench Deli,123 Telok Ayer St Singapore 068592,Avin Tan,"The cubano. With only references from the TV, I was expecting a greasy, cheesy, meaty yet slightly tangy wich. Park Bench didn't fail me. The pulled pork juicy and packed with flavours. You get the flavors coming through in layers and through each bite. Wished they grilled their bread though and a set comes in at $21. Bit pricey for a lunch.",0.4176,0.4253,0.3456,0.3969,0.4394
Chengdu,123 Telok Ayer St Singapore 068592,Jason Chua,"This restaurant is a short walk from Tanjong Pagar MRT. Staff are very warm and friendly, and the food quality is generally high. Pricing is decent given the pleasant ambience and the attention to presentation and taste. I would certainly recommend it to office folks, families and small groups of friends.",0.4175,0.3687,0.494,0.3959,0.6049
Chengdu,123 Telok Ayer St Singapore 068592,Jacky Choh,"Chef deliver original taste of China Sichuan. This restaurant will be very crowded during weekdays lunch time between 12pm to 1.30pm, so the food serving is a bit slow. Other's timing will be better for those not rushing back to office. I will suggest to try their signature dish cao chuan, this dish well presented for you to post in IG. They do have some private room as well can fit up to 10 person. Advised to make appointments for the peak hour's.",0.4175,0.3979,0.3713,0.3945,0.5329
